#FID	IID	POP
4017647	4017647	Europe
5328569	5328569	Europe
1179969	1179969	Europe
2414466	2414466	Europe
5214362	5214362	Europe
5084875	5084875	Europe
3617146	3617146	Europe
5190184	5190184	Europe
1153468	1153468	Europe
3269893	3269893	Europe
3533991	3533991	
3405531	3405531	Europe
1634342	1634342	Europe
1812454	1812454	Europe
4143691	4143691	Europe
2504633	2504633	Europe
3336019	3336019	Europe
1384584	1384584	Europe
3922344	3922344	Europe
1040830	1040830	Europe
3786375	3786375	Europe
4550323	4550323	Europe
5282647	5282647	Europe
1161318	1161318	Europe
3534977	3534977	Europe
2336927	2336927	Europe
4217867	4217867	Europe
3229705	3229705	Europe
3820665	3820665	Europe
1431299	1431299	Europe
1821877	1821877	Europe
2272787	2272787	Europe
2488073	2488073	Europe
3402675	3402675	Europe
3168637	3168637	Europe
1156472	1156472	Europe
5114102	5114102	Europe
5546921	5546921	Europe
3637594	3637594	Europe
3769980	3769980	Europe
5889222	5889222	Europe
1062274	1062274	Europe
4086548	4086548	Europe
4097245	4097245	Europe
2081185	2081185	Europe
1614834	1614834	Europe
2131509	2131509	Europe
2736136	2736136	Europe
5551576	5551576	Europe
4706848	4706848	Europe
2318623	2318623	Europe
4458778	4458778	Europe
4284421	4284421	Europe
3625840	3625840	Europe
4332502	4332502	Europe
3716453	3716453	Europe
2456722	2456722	Europe
3214980	3214980	Europe
3143656	3143656	Europe
2683056	2683056	Europe
3224813	3224813	Europe
5278513	5278513	Europe
5709551	5709551	Europe
1606966	1606966	Europe
6022756	6022756	Europe
3074444	3074444	Europe
2081256	2081256	Europe
4743670	4743670	Europe
5431161	5431161	Europe
1781321	1781321	Europe
4279259	4279259	Europe
1592080	1592080	Europe
1510055	1510055	Europe
1418137	1418137	Europe
1991825	1991825	Europe
2168389	2168389	Europe
4082853	4082853	Europe
1909534	1909534	Europe
2356686	2356686	Europe
2925193	2925193	Europe
5245825	5245825	Europe
3085156	3085156	Europe
5338535	5338535	Mixed
3995851	3995851	Europe
5024571	5024571	Europe
1894252	1894252	Europe
5519230	5519230	Europe
4463249	4463249	Europe
3949980	3949980	Europe
4479790	4479790	Europe
3529528	3529528	Europe
2725107	2725107	Mixed
3499915	3499915	Europe
2734375	2734375	Europe
1050487	1050487	Europe
3435446	3435446	Europe
1039994	1039994	Europe
4114325	4114325	Europe
5558333	5558333	Europe
1044462	1044462	Europe
3598940	3598940	Europe
3461587	3461587	Europe
3034128	3034128	Europe
5138983	5138983	Europe
5516689	5516689	Europe
5570957	5570957	Europe
3684574	3684574	Europe
4792190	4792190	Europe
2528471	2528471	Europe
4738535	4738535	Europe
4714906	4714906	Europe
5452806	5452806	Europe
2462711	2462711	Europe
4823355	4823355	Europe
3509025	3509025	Europe
2211813	2211813	Europe
5760543	5760543	Europe
1380983	1380983	Europe
2214773	2214773	Europe
1826141	1826141	Europe
3137978	3137978	Europe
1863586	1863586	Europe
2765254	2765254	Europe
2033024	2033024	Europe
1262718	1262718	Europe
3176988	3176988	Europe
2950033	2950033	Europe
3113819	3113819	Europe
2742663	2742663	Europe
1639744	1639744	Europe
3479440	3479440	Europe
4480150	4480150	Europe
1167660	1167660	Europe
2922743	2922743	Europe
5336708	5336708	Europe
3035668	3035668	Europe
5603557	5603557	Europe
5028364	5028364	Europe
3490824	3490824	Europe
4440237	4440237	Europe
1447119	1447119	Europe
1393794	1393794	Europe
3502614	3502614	Europe
4999793	4999793	Europe
1015655	1015655	Europe
4446736	4446736	Europe
5549751	5549751	Europe
4032124	4032124	Europe
1530174	1530174	Europe
3938501	3938501	Europe
3354853	3354853	Europe
5329848	5329848	Europe
1316501	1316501	Europe
2481470	2481470	Europe
2436885	2436885	Europe
5621718	5621718	Europe
5647632	5647632	Mixed
4810995	4810995	Europe
3137298	3137298	Europe
2502685	2502685	Mixed
1057627	1057627	Europe
1476847	1476847	Europe
3098938	3098938	Europe
3907307	3907307	Europe
1007548	1007548	Europe
5860169	5860169	Europe
4506204	4506204	Europe
4955316	4955316	Europe
1706726	1706726	Europe
2710958	2710958	Europe
5786691	5786691	Europe
2292683	2292683	Europe
4262606	4262606	Europe
3142623	3142623	Europe
3637675	3637675	Europe
1772262	1772262	Europe
3435156	3435156	Europe
5749693	5749693	Europe
4563347	4563347	Europe
3821766	3821766	Europe
3480565	3480565	Europe
4749077	4749077	Europe
3003733	3003733	Europe
4852708	4852708	Europe
2496556	2496556	Europe
4509675	4509675	Europe
3322584	3322584	Europe
3471838	3471838	Europe
3657509	3657509	Europe
4594327	4594327	Europe
2759805	2759805	Europe
2096837	2096837	Europe
2742001	2742001	Europe
3140996	3140996	Europe
5585444	5585444	Europe
2257429	2257429	Europe
2814615	2814615	Europe
4310916	4310916	Europe
5401582	5401582	Europe
5078634	5078634	Europe
4164068	4164068	Europe
5629375	5629375	Europe
3655607	3655607	Europe
5527108	5527108	Europe
4994279	4994279	Europe
3170113	3170113	Europe
3520085	3520085	Europe
3107337	3107337	Europe
2059574	2059574	Mixed
2403900	2403900	Europe
3461873	3461873	Europe
5814010	5814010	Europe
1334182	1334182	Europe
5604608	5604608	Europe
4261553	4261553	Europe
2722454	2722454	Europe
4652595	4652595	Europe
2262483	2262483	Europe
2531526	2531526	Europe
5660321	5660321	Europe
2228807	2228807	Europe
2563577	2563577	Europe
1998727	1998727	Europe
2366762	2366762	Europe
2841930	2841930	Europe
1718598	1718598	Europe
5400746	5400746	Europe
1964933	1964933	Europe
1784369	1784369	Europe
3348567	3348567	Europe
3873580	3873580	Europe
4495519	4495519	Europe
3852976	3852976	Europe
1743695	1743695	Europe
2598564	2598564	Europe
4901309	4901309	Europe
4540246	4540246	Europe
5879744	5879744	Europe
5547215	5547215	Europe
1143353	1143353	Europe
4944118	4944118	Europe
2863781	2863781	Europe
2082006	2082006	Europe
3129319	3129319	Europe
4885371	4885371	Europe
3728522	3728522	Europe
5967105	5967105	
