PC	H	varH	signal	B	pvalB	lcB	ucB	B2	R2	pvalR2	lcR2	ucR2	Ratio	lcRatio	ucRatio	dataset	gwas	contrasts
16	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0197173542367391	0.660058281249451	-0.0683075888996691	0.107742297373147	0.000388774058097053	0.0119664396074314	0.989154488580701			0.149021735233299			HGDP1KG	WBS_500	eas-nfe
17	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0184319876930903	0.68095878135566	-0.106459089833013	0.0695951144468323	0.000339738170318233	0.012306176932936	0.992767396252883			0.153252588137849			HGDP1KG	WBS_500	eas-nfe
18	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0809185224795224	0.0706329674462671	-0.168671866908291	0.0068348219492458	0.00654780728026897	0.018853984029185	0.952204750477043			0.234794434122678			HGDP1KG	WBS_500	eas-nfe
19	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0971964508512601	0.0297738114456837	0.00957125195980162	0.184821649742719	0.00944715005808142	0.02830112985075	0.782346075840842			0.352442632711115			HGDP1KG	WBS_500	eas-nfe
20	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0320735289343555	0.474253818168174	-0.0559232335191161	0.120070291387827	0.00102871125830294	0.0293298399255995	0.802890829392677			0.365253474150606			HGDP1KG	WBS_500	eas-nfe
21	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0480149080339192	0.283910110773127	-0.135955421044288	0.0399256049764494	0.00230543139350571	0.0316352701543834	0.787929744834524			0.393963702457722			HGDP1KG	WBS_500	eas-nfe
22	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0118497459071144	0.791537611343561	-0.0998856234465965	0.0761861316323677	0.000140416478063174	0.031775687039408	0.829355075873824			0.395712356907073			HGDP1KG	WBS_500	eas-nfe
23	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.00579154849839154	0.897215289091021	-0.0938321309655517	0.0822490339687686	3.35420340092213e-05	0.0318092289065954	0.866814688815605			0.396130064045971			HGDP1KG	WBS_500	eas-nfe
24	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0454701724720826	0.310237374079635	-0.0424808243803559	0.133421169324521	0.00206753658464094	0.0338767630811676	0.859263659240044			0.421877699972497			HGDP1KG	WBS_500	eas-nfe
25	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0142687877021018	0.750274504789275	-0.10230188367339	0.0737643082691866	0.000203598302487651	0.0340803615561768	0.887813052447541			0.42441317410115			HGDP1KG	WBS_500	eas-nfe
26	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0185732104425462	0.678650107902484	-0.0694536616051508	0.106600082490243	0.000344964146143106	0.0344253252151613	0.909469382961054			0.428709112136251			HGDP1KG	WBS_500	eas-nfe
27	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	-0.0233544219716599	0.602377389380296	-0.111372467383956	0.0646636234406363	0.000545429025630349	0.0349707544478766	0.924953237225285			0.435501509321434			HGDP1KG	WBS_500	eas-nfe
28	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0903644229981083	0.0434159487734345	0.00268256459100962	0.178046281405207	0.00816572894378105	0.0431364804268462	0.81103508100144			0.537191794380825			HGDP1KG	WBS_500	eas-nfe
29	2.45340818976797e-05	7.83038454914981e-12	0.0802999615371376	0.0608095261170211	0.174592019891488	-0.0270696012603358	0.148688653494378	0.00369779846657667	0.046834281339378	0.767974311404604			0.583241641002752			HGDP1KG	WBS_500	eas-nfe
