H	varH	Signal	PC	B2	R2	Ratio	lc	uc	se	estimate	dataset	gwas	contrasts
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	49	0.000933977536886314	0.259771911085521	0.427863769249601					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	50	0.0176812575098573	0.272159383813545	0.448266863451515					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	51	9.86298971974813e-05	0.272169680731772	0.448283823246075					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	52	0.00764395860507202	0.273767622148452	0.450915752289994					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	53	0.00348886276138876	0.274156866961043	0.451556867612972					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	54	0.0125524228912636	0.282882071008245	0.465927931349263					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	55	0.000609946500399188	0.282997843813323	0.466118617819367					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	56	0.000143977341774968	0.2832660818821	0.466560425983627					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	57	0.00748332478344004	0.285634644309083	0.470461625476202					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	58	0.0194755081301262	0.289703819041051	0.477163860645815					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	59	0.00958992090912365	0.293006505665946	0.482603632567548					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
4.71119259134215e-05	1.08134936878898e-11	0.607136966846049	60	0.00329988062087862	0.295758335476378	0.487136102110173					InUKBB	e5_500	NorthernIreland-RepublicOfIrelend
