#FID	IID	SEX
1788991	1788991	1
4498456	4498456	2
3629986	3629986	2
4491719	4491719	2
2817962	2817962	1
4558381	4558381	1
3658930	3658930	2
2652019	2652019	1
5776699	5776699	1
1051070	1051070	1
3050313	3050313	1
1370526	1370526	1
1328717	1328717	1
2730379	2730379	1
4025391	4025391	2
2005817	2005817	2
1416977	1416977	2
4783646	4783646	2
1835337	1835337	2
5639135	5639135	2
2294302	2294302	2
4146633	4146633	2
4874484	4874484	2
4027090	4027090	2
2852006	2852006	1
2083811	2083811	1
3036777	3036777	1
4195872	4195872	2
4436743	4436743	1
4708565	4708565	2
4735134	4735134	1
4386778	4386778	2
2387604	2387604	2
3764711	3764711	1
4464108	4464108	1
2950743	2950743	1
5917977	5917977	2
4818253	4818253	2
5082151	5082151	1
1907840	1907840	1
2960014	2960014	2
5249071	5249071	2
2594200	2594200	1
2832787	2832787	1
5475566	5475566	1
3093760	3093760	1
5301002	5301002	1
4937235	4937235	2
5070435	5070435	2
2351742	2351742	1
5378111	5378111	1
4250693	4250693	2
1264695	1264695	1
4377818	4377818	2
3121146	3121146	2
4071056	4071056	1
2753187	2753187	1
4732039	4732039	2
3461704	3461704	2
3694599	3694599	2
1335299	1335299	1
4349625	4349625	2
3145381	3145381	2
2994174	2994174	1
1781116	1781116	2
3426303	3426303	2
4259790	4259790	2
2673732	2673732	2
5327225	5327225	2
4902492	4902492	1
1756807	1756807	2
5337611	5337611	1
4729634	4729634	1
4160531	4160531	1
5762730	5762730	1
4267327	4267327	1
2221298	2221298	2
1988639	1988639	2
5275578	5275578	2
3091090	3091090	1
5478210	5478210	2
5275419	5275419	2
4717005	4717005	1
2277191	2277191	2
1130871	1130871	2
5958682	5958682	2
4959298	4959298	1
1836863	1836863	2
3178745	3178745	2
3893041	3893041	2
5124428	5124428	2
5478745	5478745	2
3531442	3531442	2
3143628	3143628	1
4682342	4682342	2
5044695	5044695	1
3121197	3121197	2
5435550	5435550	2
3237662	3237662	2
2493878	2493878	2
3736567	3736567	2
3964828	3964828	2
3911972	3911972	2
4756717	4756717	1
5736594	5736594	1
1446883	1446883	2
2822133	2822133	1
3101689	3101689	1
4401400	4401400	1
4241269	4241269	1
1369930	1369930	1
2365065	2365065	2
1894440	1894440	1
4469265	4469265	1
2852705	2852705	1
3920028	3920028	2
1034381	1034381	1
4913522	4913522	2
1991683	1991683	2
4165066	4165066	2
5722495	5722495	2
4642549	4642549	1
3348919	3348919	2
2690722	2690722	1
2744600	2744600	2
2385943	2385943	1
3765340	3765340	1
4894482	4894482	2
5132528	5132528	1
1698733	1698733	2
1742899	1742899	2
4118122	4118122	2
4196902	4196902	2
3554614	3554614	2
2751980	2751980	2
1779333	1779333	1
2878304	2878304	2
2700483	2700483	1
3194984	3194984	1
1215461	1215461	2
1303188	1303188	1
5279655	5279655	1
5341548	5341548	2
5583052	5583052	1
2523059	2523059	1
2420516	2420516	2
3572293	3572293	1
4422446	4422446	2
3257683	3257683	1
4289692	4289692	1
3128465	3128465	2
1361562	1361562	2
5886012	5886012	1
1318764	1318764	2
2016609	2016609	2
3347754	3347754	2
2233961	2233961	1
1060871	1060871	1
1774641	1774641	2
5133880	5133880	2
2912995	2912995	2
5153259	5153259	2
2010145	2010145	1
1880898	1880898	2
2834835	2834835	1
1533894	1533894	1
4476428	4476428	2
4616024	4616024	1
2946170	2946170	1
5330028	5330028	2
5013551	5013551	2
1147891	1147891	1
3503141	3503141	2
3130206	3130206	2
4472493	4472493	1
2950206	2950206	1
1888104	1888104	2
5858557	5858557	1
1139079	1139079	2
5204224	5204224	1
2657870	2657870	2
5279451	5279451	1
3380630	3380630	2
5139283	5139283	2
5551084	5551084	2
2005988	2005988	1
3311011	3311011	2
3789681	3789681	1
3060285	3060285	1
2459110	2459110	1
3598364	3598364	1
2501151	2501151	1
1703216	1703216	1
2343347	2343347	1
3437320	3437320	1
1368664	1368664	2
3688936	3688936	2
2630819	2630819	2
3251824	3251824	2
1471811	1471811	1
5891405	5891405	1
4331898	4331898	1
1622456	1622456	1
4634435	4634435	1
3684545	3684545	1
4704462	4704462	2
1721937	1721937	2
4350527	4350527	1
5382771	5382771	2
2864871	2864871	1
5759986	5759986	1
1183360	1183360	1
5102486	5102486	1
1975806	1975806	2
3236744	3236744	2
3404133	3404133	2
3876453	3876453	1
1208692	1208692	2
3516199	3516199	1
2630531	2630531	2
1850988	1850988	2
5160975	5160975	2
4954971	4954971	2
1642780	1642780	1
3164864	3164864	2
3912585	3912585	2
1805152	1805152	2
3913086	3913086	1
1554618	1554618	2
2585689	2585689	2
3657885	3657885	1
1492325	1492325	2
3508027	3508027	2
5255521	5255521	2
5694339	5694339	1
2246204	2246204	2
2593922	2593922	1
5923338	5923338	2
5033216	5033216	1
1657898	1657898	1
3291794	3291794	1
2067062	2067062	2
5677183	5677183	2
3316363	3316363	2
2141568	2141568	2
1266176	1266176	1
1736438	1736438	2
3304919	3304919	2
2415351	2415351	1
4968457	4968457	2
1600606	1600606	2
4088972	4088972	1
2804205	2804205	2
5325733	5325733	1
4246156	4246156	1
5406750	5406750	1
5063539	5063539	2
3491700	3491700	1
5309704	5309704	2
4106103	4106103	2
4337743	4337743	2
3024706	3024706	1
1358132	1358132	2
3057208	3057208	2
4916930	4916930	1
5461781	5461781	2
2646384	2646384	2
5431480	5431480	1
5233280	5233280	1
2058595	2058595	1
2938134	2938134	2
5902501	5902501	2
1093385	1093385	2
5421363	5421363	2
3847353	3847353	1
1815569	1815569	1
1405408	1405408	2
5805302	5805302	1
1792503	1792503	2
3106491	3106491	1
1046290	1046290	2
3866322	3866322	2
3321730	3321730	1
5042145	5042145	1
4433559	4433559	1
1118279	1118279	2
4000864	4000864	2
1048834	1048834	2
3542558	3542558	1
1187958	1187958	1
5283592	5283592	2
4118356	4118356	2
5441813	5441813	1
1644341	1644341	2
1318082	1318082	1
5992959	5992959	2
4214865	4214865	1
4164335	4164335	1
3277976	3277976	1
2376104	2376104	1
3570378	3570378	2
4207573	4207573	2
2300045	2300045	1
2873461	2873461	2
3608083	3608083	1
5344921	5344921	2
5068907	5068907	2
1976637	1976637	2
4604302	4604302	1
3188038	3188038	2
3621044	3621044	2
4714457	4714457	1
1901546	1901546	1
2294433	2294433	2
5472112	5472112	2
2934231	2934231	1
3234971	3234971	1
5600869	5600869	1
4893714	4893714	1
3903199	3903199	1
2023055	2023055	2
4639985	4639985	1
1461096	1461096	2
2637252	2637252	2
3617948	3617948	2
5970469	5970469	2
2293376	2293376	2
1094768	1094768	1
3869533	3869533	2
1238570	1238570	1
5536122	5536122	2
2749963	2749963	2
4799252	4799252	1
5018006	5018006	1
1345175	1345175	1
3407759	3407759	1
2737170	2737170	1
3847011	3847011	2
4183821	4183821	1
4854059	4854059	2
3607640	3607640	2
1756940	1756940	2
2980494	2980494	2
5168809	5168809	2
4625773	4625773	2
5540134	5540134	2
1764939	1764939	1
4818864	4818864	2
5501085	5501085	2
5372155	5372155	2
4756278	4756278	2
2136876	2136876	1
3903990	3903990	2
3307652	3307652	1
1703064	1703064	1
3013233	3013233	2
2708473	2708473	2
1450113	1450113	2
2775481	2775481	2
5491413	5491413	2
2137288	2137288	2
5132309	5132309	1
2054810	2054810	1
2901310	2901310	1
5753579	5753579	2
4622507	4622507	2
3172949	3172949	1
2012813	2012813	2
4133119	4133119	2
4903399	4903399	2
5346778	5346778	2
5765487	5765487	1
2112605	2112605	2
1605044	1605044	1
2107108	2107108	2
2231608	2231608	2
2460662	2460662	1
4405994	4405994	2
3152050	3152050	2
3967401	3967401	2
3370352	3370352	2
5140535	5140535	1
3092355	3092355	2
1942655	1942655	1
4040247	4040247	1
1832323	1832323	1
4244849	4244849	1
1545796	1545796	2
2796475	2796475	1
5418092	5418092	2
1611174	1611174	2
1768105	1768105	2
4032169	4032169	1
1012477	1012477	1
1856296	1856296	2
5690066	5690066	2
5403789	5403789	1
2215300	2215300	2
1705543	1705543	2
5593255	5593255	2
1241780	1241780	1
5448913	5448913	1
4110392	4110392	1
4260365	4260365	2
3880125	3880125	2
5499651	5499651	2
3407545	3407545	1
3434039	3434039	2
5193977	5193977	1
3775390	3775390	2
4007621	4007621	1
5029686	5029686	1
4768269	4768269	1
4475332	4475332	2
1726884	1726884	2
1704797	1704797	1
3746258	3746258	2
2710413	2710413	2
4954516	4954516	2
2375281	2375281	2
2751560	2751560	1
2435020	2435020	2
1583374	1583374	2
4171954	4171954	1
1909816	1909816	1
5288993	5288993	2
5235279	5235279	2
3398722	3398722	2
5042997	5042997	1
5055651	5055651	2
4005359	4005359	1
1097638	1097638	2
5884910	5884910	2
5295567	5295567	2
1697045	1697045	2
5255297	5255297	2
1051111	1051111	2
5099840	5099840	1
1203104	1203104	2
2302833	2302833	1
1693024	1693024	2
5253301	5253301	1
5312626	5312626	1
2124466	2124466	1
1283241	1283241	1
5962859	5962859	2
2024820	2024820	2
3285108	3285108	1
2412362	2412362	1
4433327	4433327	1
1743378	1743378	2
1840171	1840171	2
4030683	4030683	1
5687664	5687664	1
2387358	2387358	2
1067163	1067163	2
5391943	5391943	2
1539077	1539077	2
2651708	2651708	1
3243863	3243863	1
2125755	2125755	1
3201915	3201915	2
1517573	1517573	2
3582171	3582171	2
4858325	4858325	2
1321816	1321816	2
5014990	5014990	1
5190523	5190523	2
4860488	4860488	2
3008315	3008315	2
3108934	3108934	1
3293501	3293501	2
3726575	3726575	2
1011886	1011886	1
3009782	3009782	2
1053265	1053265	1
1428096	1428096	1
1440751	1440751	2
1657938	1657938	1
2057576	2057576	1
3582918	3582918	1
1844158	1844158	2
2880455	2880455	2
1851306	1851306	2
1345706	1345706	2
4384699	4384699	1
3063818	3063818	1
1295516	1295516	2
5268347	5268347	1
2517222	2517222	2
1686546	1686546	1
1102608	1102608	2
5461106	5461106	2
2606719	2606719	2
2687669	2687669	2
3423203	3423203	1
3578521	3578521	2
5895240	5895240	2
5502194	5502194	2
4965800	4965800	1
4993290	4993290	2
2315528	2315528	1
1266282	1266282	2
3956755	3956755	1
3452658	3452658	1
3843642	3843642	2
5320291	5320291	1
5688949	5688949	2
1427645	1427645	2
3611031	3611031	2
1906222	1906222	1
3010805	3010805	2
4571765	4571765	1
2692602	2692602	1
1128042	1128042	2
4390786	4390786	2
3746810	3746810	2
2486935	2486935	2
1487470	1487470	2
1515723	1515723	2
3668813	3668813	2
3140669	3140669	1
1332485	1332485	2
3075503	3075503	2
2498561	2498561	1
4849609	4849609	2
5631666	5631666	2
2033635	2033635	2
5527611	5527611	1
3259316	3259316	1
2904573	2904573	2
5660681	5660681	1
2493579	2493579	2
2270381	2270381	1
2210964	2210964	1
4755392	4755392	1
4912920	4912920	2
1975942	1975942	2
1821747	1821747	2
4758395	4758395	1
4417987	4417987	1
4775932	4775932	1
5801049	5801049	2
2172447	2172447	2
3566900	3566900	1
5123341	5123341	2
2345961	2345961	1
2241724	2241724	2
1323796	1323796	2
5248566	5248566	2
2436910	2436910	1
4194075	4194075	1
5470041	5470041	1
2269965	2269965	1
5316553	5316553	1
4042655	4042655	2
1151127	1151127	1
5381217	5381217	2
1544525	1544525	1
2525661	2525661	2
1667160	1667160	1
1741077	1741077	2
2224540	2224540	1
3702543	3702543	1
1910187	1910187	2
3841143	3841143	1
4280805	4280805	2
5288317	5288317	2
2924458	2924458	2
5324818	5324818	1
2199040	2199040	1
1241619	1241619	2
5279017	5279017	1
3414093	3414093	2
1446291	1446291	2
1543076	1543076	2
2808454	2808454	1
4918540	4918540	1
3040328	3040328	1
1030320	1030320	2
4157937	4157937	2
3224067	3224067	2
5488449	5488449	2
3167373	3167373	2
2809622	2809622	2
4962986	4962986	1
5824348	5824348	1
1642791	1642791	2
2571282	2571282	1
1311856	1311856	2
5319759	5319759	2
2994578	2994578	1
5021978	5021978	2
5405092	5405092	2
1968744	1968744	1
3982980	3982980	2
5862933	5862933	1
3560663	3560663	2
1653554	1653554	2
4605592	4605592	1
4236157	4236157	1
4448139	4448139	2
2846144	2846144	1
4970537	4970537	1
3553382	3553382	1
3485012	3485012	1
3626884	3626884	1
2429957	2429957	2
3557449	3557449	1
4015459	4015459	2
2337064	2337064	2
3386418	3386418	1
5770575	5770575	2
2865296	2865296	2
4149219	4149219	2
4771293	4771293	1
1405026	1405026	2
4934292	4934292	1
2984999	2984999	1
4621825	4621825	2
5880566	5880566	1
2107302	2107302	2
3807906	3807906	2
1774033	1774033	1
1105047	1105047	1
3982798	3982798	2
5749693	5749693	2
1081601	1081601	2
1669419	1669419	1
2850965	2850965	2
5285823	5285823	2
2178305	2178305	2
3759411	3759411	2
5976689	5976689	2
5806164	5806164	1
1824261	1824261	2
5414265	5414265	2
5065239	5065239	2
5748910	5748910	2
5526730	5526730	1
1580156	1580156	1
4353834	4353834	1
2950239	2950239	1
1633316	1633316	2
4026158	4026158	1
3381569	3381569	1
4490045	4490045	1
1567440	1567440	1
1168720	1168720	1
5017330	5017330	1
5275629	5275629	1
2344928	2344928	1
3789010	3789010	1
2278362	2278362	1
4376700	4376700	1
4002988	4002988	1
1698879	1698879	1
2809351	2809351	2
1781254	1781254	2
2756025	2756025	1
5962895	5962895	1
2986766	2986766	2
2476997	2476997	2
2471950	2471950	2
6003009	6003009	2
2379580	2379580	2
1080007	1080007	2
5198095	5198095	2
2132799	2132799	2
3362296	3362296	2
4825553	4825553	1
2879493	2879493	2
5642729	5642729	1
3210577	3210577	2
4891481	4891481	2
1727009	1727009	2
1131556	1131556	1
1936944	1936944	1
3069303	3069303	2
3666880	3666880	2
2225577	2225577	2
5735707	5735707	1
1538703	1538703	1
5193691	5193691	1
1716091	1716091	2
2521376	2521376	2
1788342	1788342	2
4721076	4721076	1
1240638	1240638	2
1352866	1352866	2
3987017	3987017	1
3490736	3490736	2
3159700	3159700	1
2464496	2464496	2
4345481	4345481	1
3140104	3140104	2
4425101	4425101	2
5895974	5895974	1
2640925	2640925	2
1810541	1810541	2
4032358	4032358	2
4025374	4025374	2
4993957	4993957	2
4740117	4740117	2
5157317	5157317	1
3483660	3483660	1
3307182	3307182	2
3494092	3494092	2
1177428	1177428	1
3185937	3185937	1
3183262	3183262	1
3233990	3233990	2
3121651	3121651	2
5323824	5323824	1
5421857	5421857	1
3619285	3619285	2
5767225	5767225	1
4366111	4366111	2
2439370	2439370	2
5527081	5527081	2
3058678	3058678	2
4224957	4224957	1
5722880	5722880	1
1548363	1548363	1
2645570	2645570	2
3743023	3743023	1
1377445	1377445	1
3776873	3776873	1
1965457	1965457	2
5592730	5592730	1
4303547	4303547	2
3876617	3876617	2
2132930	2132930	2
3333786	3333786	1
1922354	1922354	2
4521599	4521599	2
4522058	4522058	1
2934590	2934590	2
3771365	3771365	1
1009563	1009563	1
4811571	4811571	1
2867541	2867541	2
1415114	1415114	2
2547025	2547025	1
1819863	1819863	2
2160414	2160414	2
5019060	5019060	2
4063298	4063298	2
2070046	2070046	2
5395148	5395148	2
5082527	5082527	2
4245924	4245924	1
4133456	4133456	1
3287990	3287990	2
5648532	5648532	1
2166866	2166866	1
3975501	3975501	1
3538009	3538009	2
4662108	4662108	1
3233051	3233051	1
3211819	3211819	2
2577727	2577727	2
1299100	1299100	2
4292742	4292742	1
1677044	1677044	2
5785883	5785883	1
4422798	4422798	1
1001109	1001109	1
2666658	2666658	2
3607463	3607463	1
3597215	3597215	2
3406912	3406912	2
4037867	4037867	2
4678666	4678666	2
3700839	3700839	2
1933392	1933392	1
5017498	5017498	2
3546501	3546501	2
5200522	5200522	2
3467581	3467581	2
2349592	2349592	2
2550219	2550219	2
1161585	1161585	1
5427372	5427372	1
5358009	5358009	2
5653568	5653568	1
5679919	5679919	2
4479276	4479276	1
5344289	5344289	2
4754783	4754783	1
2399544	2399544	2
1948619	1948619	1
3664826	3664826	1
3525162	3525162	2
4238443	4238443	2
1617049	1617049	2
5553657	5553657	1
4661771	4661771	2
2041266	2041266	2
2530665	2530665	1
4831859	4831859	1
4366548	4366548	2
5432384	5432384	1
5466558	5466558	1
2159003	2159003	1
3161769	3161769	1
4606459	4606459	1
4140709	4140709	2
2306417	2306417	1
5650854	5650854	2
3687149	3687149	2
4193627	4193627	2
5226221	5226221	2
3763952	3763952	1
4063220	4063220	1
3893954	3893954	2
5423066	5423066	1
2504999	2504999	2
5924235	5924235	2
5603783	5603783	2
5531061	5531061	1
3700220	3700220	2
1761419	1761419	1
2124347	2124347	1
5879179	5879179	1
2349173	2349173	1
2574950	2574950	1
1266942	1266942	1
3450552	3450552	2
4678633	4678633	1
5745135	5745135	2
2394610	2394610	2
3651877	3651877	1
2769270	2769270	2
5521171	5521171	2
2666269	2666269	1
5616779	5616779	1
5771574	5771574	2
4276543	4276543	2
3039512	3039512	2
5260354	5260354	2
4137886	4137886	1
4405097	4405097	2
1895137	1895137	2
3244180	3244180	1
3294977	3294977	2
2644971	2644971	1
4278923	4278923	2
3760928	3760928	1
2005790	2005790	1
2702211	2702211	2
4344223	4344223	1
3741221	3741221	1
4843611	4843611	2
2756549	2756549	2
5743600	5743600	1
2992637	2992637	2
3657910	3657910	2
5117792	5117792	1
1814815	1814815	1
4027133	4027133	1
3140822	3140822	2
4065551	4065551	1
5626809	5626809	2
4734240	4734240	2
4276628	4276628	1
5053564	5053564	2
5478774	5478774	1
3856886	3856886	1
1787998	1787998	1
3030210	3030210	1
2647070	2647070	2
4712699	4712699	2
4817170	4817170	2
5818656	5818656	1
1343515	1343515	2
1386514	1386514	1
5808441	5808441	2
6001527	6001527	1
4371243	4371243	1
1931701	1931701	2
4348934	4348934	1
4427272	4427272	1
3756026	3756026	2
1749773	1749773	2
4016261	4016261	2
4856829	4856829	2
5546437	5546437	2
2040695	2040695	2
1284201	1284201	1
3391419	3391419	1
1310701	1310701	2
5117191	5117191	1
4277942	4277942	2
2708943	2708943	1
2071131	2071131	1
2326852	2326852	2
3646067	3646067	2
1699995	1699995	2
2037825	2037825	2
4168300	4168300	1
4052471	4052471	2
4681852	4681852	1
6000196	6000196	1
5206774	5206774	1
5428386	5428386	1
4474084	4474084	2
3813523	3813523	1
2789297	2789297	2
1674096	1674096	2
4048523	4048523	2
2238863	2238863	1
2159255	2159255	1
3677315	3677315	2
4225672	4225672	1
1656625	1656625	1
3965571	3965571	2
5361233	5361233	2
3219061	3219061	2
1246698	1246698	2
5327392	5327392	1
2308064	2308064	2
1562077	1562077	2
6004101	6004101	2
4384825	4384825	2
4884669	4884669	2
3572349	3572349	1
4797596	4797596	2
3677302	3677302	1
3922208	3922208	1
2399987	2399987	2
4902114	4902114	1
3509755	3509755	1
4950461	4950461	2
5628278	5628278	2
3160118	3160118	1
2679320	2679320	2
2008228	2008228	1
1682651	1682651	2
5145102	5145102	1
2780845	2780845	1
3104510	3104510	2
3663409	3663409	1
5975588	5975588	1
2073586	2073586	1
4548400	4548400	2
4767723	4767723	2
2929707	2929707	1
2258239	2258239	2
2003212	2003212	2
2637811	2637811	2
2077007	2077007	2
1982338	1982338	1
1738249	1738249	1
5844726	5844726	1
1442845	1442845	2
1935400	1935400	2
3952763	3952763	2
2469039	2469039	2
2967326	2967326	2
3789822	3789822	1
4503995	4503995	1
2307252	2307252	2
2155587	2155587	2
4768844	4768844	2
6001652	6001652	2
4223073	4223073	2
2266354	2266354	2
4326656	4326656	2
1197925	1197925	1
4711303	4711303	2
5333188	5333188	1
1770450	1770450	2
2012090	2012090	1
3385547	3385547	2
4964010	4964010	2
1435657	1435657	2
3495325	3495325	2
1718985	1718985	2
4115657	4115657	1
1452825	1452825	2
3066551	3066551	1
5180331	5180331	1
5636502	5636502	2
3304925	3304925	2
5783029	5783029	2
1953328	1953328	2
4576890	4576890	2
3130532	3130532	1
4561133	4561133	2
1911296	1911296	2
2598377	2598377	1
1979200	1979200	1
4964495	4964495	1
2434593	2434593	1
2184549	2184549	2
3234388	3234388	2
3189974	3189974	2
4727790	4727790	1
1442789	1442789	2
3906007	3906007	1
3345967	3345967	1
2852230	2852230	2
1723162	1723162	1
3936053	3936053	1
3880777	3880777	2
2895577	2895577	1
1670246	1670246	2
4665571	4665571	2
2581677	2581677	2
4391572	4391572	1
3150466	3150466	2
3466337	3466337	1
1605327	1605327	2
3833487	3833487	2
2145138	2145138	2
4041122	4041122	1
2337015	2337015	2
5954704	5954704	2
5771490	5771490	2
4891057	4891057	2
2225234	2225234	2
3379126	3379126	2
5878229	5878229	2
3728064	3728064	2
5628559	5628559	1
3098804	3098804	2
3939855	3939855	2
4309258	4309258	1
4646416	4646416	1
3273145	3273145	1
2526177	2526177	2
4644198	4644198	1
1101340	1101340	2
1462471	1462471	2
4219192	4219192	1
4494696	4494696	2
3053677	3053677	2
1586543	1586543	1
3294453	3294453	1
4847058	4847058	1
4236278	4236278	1
2547533	2547533	1
5014788	5014788	1
5252479	5252479	1
6020917	6020917	2
3611352	3611352	1
2850283	2850283	1
3699736	3699736	1
1323134	1323134	1
5564549	5564549	1
4439887	4439887	1
5371988	5371988	2
4386379	4386379	1
5179019	5179019	1
1614516	1614516	2
2183554	2183554	1
2958252	2958252	1
2833831	2833831	1
2082766	2082766	1
2949671	2949671	2
4918613	4918613	1
2733465	2733465	2
3900849	3900849	1
2249836	2249836	2
4931897	4931897	1
1976181	1976181	1
1977465	1977465	1
5377394	5377394	1
1711313	1711313	1
4692657	4692657	2
1241415	1241415	1
1573497	1573497	1
1724142	1724142	1
3712619	3712619	1
3946420	3946420	2
1941851	1941851	2
3245936	3245936	2
1930854	1930854	1
5786622	5786622	2
3796542	3796542	2
1623121	1623121	1
1411049	1411049	2
3902905	3902905	2
3170008	3170008	2
3437742	3437742	1
2380332	2380332	1
2791691	2791691	2
2105935	2105935	1
2142126	2142126	1
3571575	3571575	2
4425853	4425853	2
3589031	3589031	2
4602848	4602848	1
5269587	5269587	2
3528143	3528143	2
3754842	3754842	1
5061953	5061953	2
1005102	1005102	1
4695419	4695419	1
4299873	4299873	2
1184052	1184052	1
5699367	5699367	2
1350289	1350289	2
4674208	4674208	1
5794505	5794505	2
4931431	4931431	1
2856840	2856840	1
4815771	4815771	1
2847276	2847276	1
1635332	1635332	2
3697427	3697427	2
3286439	3286439	2
1196017	1196017	2
3973179	3973179	2
1749266	1749266	1
4734018	4734018	1
3294076	3294076	2
4253835	4253835	2
4104014	4104014	2
4369482	4369482	2
4515843	4515843	2
1669277	1669277	1
2264344	2264344	2
4396035	4396035	2
3647432	3647432	2
2414878	2414878	2
1064977	1064977	1
4556474	4556474	1
1931024	1931024	1
5020808	5020808	2
1345768	1345768	2
1285011	1285011	1
1173535	1173535	1
3391454	3391454	2
2577706	2577706	1
4694590	4694590	2
4236402	4236402	2
3328516	3328516	1
3274809	3274809	1
1609501	1609501	2
2310617	2310617	2
1692206	1692206	2
5459531	5459531	1
2329221	2329221	2
5616103	5616103	2
5827330	5827330	2
5876403	5876403	2
1726932	1726932	2
1341858	1341858	2
3602184	3602184	2
2532949	2532949	2
2190501	2190501	1
1733207	1733207	2
1065947	1065947	1
5272101	5272101	1
1094805	1094805	1
2719085	2719085	1
4777951	4777951	1
5200472	5200472	1
4666210	4666210	2
3120088	3120088	2
5723197	5723197	2
3283216	3283216	2
4402278	4402278	1
1043583	1043583	1
3968451	3968451	2
1879424	1879424	1
6004633	6004633	2
1748127	1748127	1
1735975	1735975	1
2214393	2214393	2
3485898	3485898	2
3498181	3498181	1
5490122	5490122	1
1366884	1366884	2
2191859	2191859	2
5100716	5100716	1
5365949	5365949	1
5798848	5798848	2
3237212	3237212	1
1443231	1443231	1
5625238	5625238	2
4771042	4771042	1
4527399	4527399	1
4007324	4007324	1
5343444	5343444	2
5787221	5787221	1
2617913	2617913	2
3440008	3440008	2
2403837	2403837	1
5859969	5859969	1
3920133	3920133	2
4065855	4065855	2
3952028	3952028	1
2462540	2462540	1
1738360	1738360	2
4195799	4195799	1
1361508	1361508	2
2538226	2538226	1
5644490	5644490	1
1425400	1425400	2
3402232	3402232	2
2941455	2941455	2
4467167	4467167	1
3834287	3834287	2
2885986	2885986	1
1068819	1068819	1
3796946	3796946	1
4292761	4292761	2
5009498	5009498	2
3470276	3470276	2
1975591	1975591	1
3201349	3201349	2
3151001	3151001	2
2955330	2955330	2
1958315	1958315	2
4882343	4882343	1
3741257	3741257	1
5592193	5592193	2
3136236	3136236	1
2769134	2769134	2
3350382	3350382	2
5443024	5443024	1
2722174	2722174	1
1579886	1579886	1
3676397	3676397	1
3324646	3324646	2
2906032	2906032	2
3840439	3840439	1
1192406	1192406	1
4427634	4427634	2
5596066	5596066	2
2979276	2979276	2
4212391	4212391	1
4818497	4818497	2
4798356	4798356	2
5541942	5541942	2
4133730	4133730	2
3471306	3471306	1
2244135	2244135	2
2605185	2605185	1
3618457	3618457	2
4182789	4182789	2
3401575	3401575	2
2552525	2552525	1
4498714	4498714	1
2266500	2266500	2
4161940	4161940	2
5779438	5779438	2
3234656	3234656	2
5241301	5241301	1
2192858	2192858	2
4397208	4397208	1
3131538	3131538	2
2710974	2710974	2
2513799	2513799	1
1596120	1596120	2
3082215	3082215	2
2117305	2117305	1
2234529	2234529	1
2486886	2486886	2
3112702	3112702	1
5905871	5905871	2
1358243	1358243	2
3409816	3409816	1
1162895	1162895	2
2656738	2656738	2
3424444	3424444	1
2292194	2292194	2
1234028	1234028	2
3380847	3380847	1
4115536	4115536	1
5036398	5036398	2
1897230	1897230	2
3942048	3942048	2
2738501	2738501	2
2313746	2313746	1
1730449	1730449	1
3821295	3821295	2
4912003	4912003	2
1436954	1436954	1
1708137	1708137	1
5364625	5364625	2
2802945	2802945	1
4888263	4888263	2
4499897	4499897	2
4256029	4256029	2
2875185	2875185	2
2343883	2343883	1
4970470	4970470	1
3551781	3551781	2
2132835	2132835	1
5349866	5349866	2
3809669	3809669	2
3460432	3460432	1
3642263	3642263	1
1978578	1978578	2
3851807	3851807	2
4870345	4870345	1
5062651	5062651	2
6015731	6015731	2
1818023	1818023	2
4908797	4908797	2
2184856	2184856	1
2603993	2603993	2
2474243	2474243	1
3971302	3971302	1
3085057	3085057	2
5571940	5571940	1
2006283	2006283	2
1719677	1719677	2
2420347	2420347	2
5340344	5340344	1
4829474	4829474	1
3340166	3340166	2
1042867	1042867	2
4722978	4722978	1
5712507	5712507	1
5646770	5646770	2
3787373	3787373	2
4732969	4732969	1
1185592	1185592	2
2573367	2573367	1
2536539	2536539	2
5945688	5945688	1
1207471	1207471	1
4899100	4899100	1
5909337	5909337	1
3616377	3616377	2
5193213	5193213	1
4099366	4099366	1
3224736	3224736	1
1645603	1645603	1
2576341	2576341	2
4896977	4896977	2
4031186	4031186	1
4174048	4174048	2
2438014	2438014	1
1336746	1336746	2
3388549	3388549	2
1373978	1373978	2
2514172	2514172	1
3970308	3970308	2
2005042	2005042	2
2737916	2737916	2
3979717	3979717	2
3045038	3045038	2
4712091	4712091	2
2748162	2748162	2
1644781	1644781	1
3123936	3123936	1
3043204	3043204	2
4620090	4620090	2
3607205	3607205	1
2727470	2727470	2
3294032	3294032	2
5552306	5552306	1
5791948	5791948	2
4119093	4119093	2
5645264	5645264	1
1081791	1081791	1
4736220	4736220	2
2854018	2854018	2
3316374	3316374	2
2648149	2648149	1
4064203	4064203	1
2472653	2472653	2
5738283	5738283	1
3337814	3337814	2
1055484	1055484	2
2617295	2617295	2
3969178	3969178	2
1855428	1855428	2
4648701	4648701	1
2276523	2276523	1
1528689	1528689	1
5486443	5486443	2
4052622	4052622	2
6002142	6002142	2
6021417	6021417	1
3905173	3905173	1
5528544	5528544	2
4981564	4981564	2
2694917	2694917	2
1142381	1142381	1
2190593	2190593	1
2641733	2641733	2
5765688	5765688	1
2021748	2021748	1
1174353	1174353	2
3559305	3559305	2
2569112	2569112	1
5317743	5317743	2
4377892	4377892	1
1173175	1173175	2
5952804	5952804	2
5368761	5368761	2
