#FID	IID	SEX
5109721	5109721	2
2255572	2255572	2
5187988	5187988	2
1945986	1945986	1
2835165	2835165	2
5200580	5200580	2
4926199	4926199	2
4050671	4050671	2
5317677	5317677	1
5413416	5413416	1
3365909	3365909	1
5157146	5157146	2
5458640	5458640	1
2272878	2272878	1
1952557	1952557	2
2804575	2804575	2
2305519	2305519	2
4788509	4788509	2
2130877	2130877	1
4395441	4395441	2
4391805	4391805	2
5709776	5709776	2
1768979	1768979	2
3628389	3628389	1
4664412	4664412	2
4196441	4196441	1
4497060	4497060	2
4919317	4919317	2
5992844	5992844	1
5075931	5075931	1
2441033	2441033	2
1167654	1167654	1
5534618	5534618	2
5219805	5219805	2
1579155	1579155	1
3542618	3542618	1
5347552	5347552	1
5877492	5877492	2
2175644	2175644	1
5097253	5097253	2
1239784	1239784	1
3370002	3370002	1
1277326	1277326	2
4022685	4022685	2
5488939	5488939	2
3991995	3991995	1
2119420	2119420	1
5142746	5142746	2
4116499	4116499	1
4510537	4510537	1
1544554	1544554	1
5868780	5868780	2
5740386	5740386	2
2895496	2895496	2
5730954	5730954	1
2691713	2691713	2
4297309	4297309	2
2235861	2235861	2
1972021	1972021	2
2112096	2112096	1
4439781	4439781	2
5381861	5381861	2
3622922	3622922	2
4862851	4862851	2
2710608	2710608	2
4433090	4433090	2
2221868	2221868	1
3932989	3932989	2
1833004	1833004	1
5557142	5557142	2
3068304	3068304	1
2322097	2322097	1
3694460	3694460	2
1169274	1169274	2
3106098	3106098	1
2700954	2700954	1
3386985	3386985	2
1600474	1600474	2
2931440	2931440	1
5921587	5921587	2
2805381	2805381	2
2548298	2548298	1
2496794	2496794	1
5144130	5144130	1
5464630	5464630	1
2577247	2577247	1
2147530	2147530	2
4474156	4474156	2
3462447	3462447	2
6005380	6005380	1
3648515	3648515	1
2237301	2237301	1
2033760	2033760	2
2384553	2384553	2
5075349	5075349	1
5851928	5851928	1
1056238	1056238	1
5702841	5702841	1
4303228	4303228	1
1525473	1525473	2
5500682	5500682	1
3633654	3633654	1
1529802	1529802	2
3160339	3160339	1
5671144	5671144	2
2230851	2230851	1
5463828	5463828	2
1100477	1100477	2
2289721	2289721	2
3372927	3372927	1
4817654	4817654	1
3375083	3375083	1
4723312	4723312	2
1675461	1675461	1
2248753	2248753	2
4953989	4953989	1
4312900	4312900	1
3295789	3295789	1
4346474	4346474	1
4946186	4946186	2
4557663	4557663	1
3938253	3938253	2
3876636	3876636	2
2488490	2488490	1
5574367	5574367	1
3377631	3377631	2
1532846	1532846	2
1752061	1752061	1
1080735	1080735	1
5190648	5190648	2
1869036	1869036	2
2047961	2047961	1
5217205	5217205	1
3506833	3506833	2
2239014	2239014	1
4851150	4851150	2
2774673	2774673	1
4828531	4828531	2
5374397	5374397	1
3262073	3262073	2
4848696	4848696	1
4643507	4643507	1
1185505	1185505	1
3221935	3221935	1
2386465	2386465	2
1015529	1015529	2
2516243	2516243	2
4274852	4274852	1
1015140	1015140	1
5487712	5487712	1
4794409	4794409	2
4494784	4494784	1
1547484	1547484	1
5159189	5159189	2
4180614	4180614	2
5804921	5804921	1
2114572	2114572	2
4781732	4781732	1
1413871	1413871	1
4104960	4104960	1
3028463	3028463	2
5952163	5952163	1
1101166	1101166	2
2447569	2447569	1
3727680	3727680	1
2834275	2834275	2
5681113	5681113	2
4927196	4927196	2
5396426	5396426	1
1739893	1739893	2
3950629	3950629	1
1569619	1569619	2
4961029	4961029	2
3025650	3025650	1
3257194	3257194	2
3981846	3981846	2
5095316	5095316	1
3766832	3766832	2
1946430	1946430	2
1170614	1170614	1
4668341	4668341	1
5367132	5367132	2
5055391	5055391	1
3007008	3007008	2
2329178	2329178	1
5137691	5137691	2
4769851	4769851	2
1704330	1704330	2
5182428	5182428	1
1189871	1189871	2
2417963	2417963	1
5995394	5995394	1
1369365	1369365	2
2125150	2125150	1
5260218	5260218	2
4287294	4287294	2
4622389	4622389	1
1165727	1165727	1
2269255	2269255	2
3858411	3858411	1
2920988	2920988	2
1555124	1555124	2
1413148	1413148	1
4596598	4596598	2
4920832	4920832	1
5384158	5384158	1
3310711	3310711	2
1207054	1207054	2
5737307	5737307	2
3187215	3187215	1
4459180	4459180	2
5474516	5474516	1
1215925	1215925	1
1997635	1997635	2
1455941	1455941	2
6005008	6005008	2
3814960	3814960	2
3618470	3618470	2
3270463	3270463	2
1752179	1752179	2
1247700	1247700	1
1270866	1270866	2
1135858	1135858	1
3555292	3555292	2
1795945	1795945	1
1741604	1741604	2
4896778	4896778	2
4893983	4893983	2
5424726	5424726	2
2686896	2686896	2
3987420	3987420	1
4363207	4363207	2
1750593	1750593	2
2386550	2386550	2
1902143	1902143	2
5530054	5530054	2
4769696	4769696	2
2700528	2700528	1
1100858	1100858	2
4988358	4988358	2
4336293	4336293	1
2719174	2719174	1
1942876	1942876	1
5264430	5264430	2
2829679	2829679	2
1059572	1059572	1
5330429	5330429	2
5034713	5034713	2
4446595	4446595	2
5418686	5418686	2
2296232	2296232	2
4578248	4578248	1
2682955	2682955	2
4549186	4549186	2
1286738	1286738	2
4194719	4194719	1
2107013	2107013	2
4872045	4872045	2
2862126	2862126	2
5495927	5495927	2
3627607	3627607	1
5524361	5524361	1
5482427	5482427	1
3241418	3241418	1
2813165	2813165	1
2756986	2756986	2
5781963	5781963	2
5834712	5834712	1
1435047	1435047	1
4579380	4579380	2
5515171	5515171	1
2891064	2891064	2
5098149	5098149	1
1497133	1497133	2
4775919	4775919	1
4406281	4406281	2
4346702	4346702	1
3543067	3543067	1
3332648	3332648	1
3582550	3582550	1
2146122	2146122	1
1411716	1411716	2
5950736	5950736	2
2582450	2582450	1
3597288	3597288	2
1678334	1678334	2
3404920	3404920	2
2977162	2977162	1
3792788	3792788	1
3789495	3789495	1
1074721	1074721	2
2477916	2477916	1
1147165	1147165	1
2634174	2634174	1
5218703	5218703	2
5106690	5106690	1
1044652	1044652	1
5274455	5274455	1
1524305	1524305	1
5021064	5021064	1
4963997	4963997	2
4876638	4876638	2
2615585	2615585	1
5756901	5756901	2
5109094	5109094	2
2862199	2862199	2
3876533	3876533	2
3478882	3478882	2
2524875	2524875	1
2867242	2867242	1
4395931	4395931	2
2779875	2779875	2
2767493	2767493	1
1923634	1923634	1
1955514	1955514	1
2568016	2568016	1
5802523	5802523	1
4892774	4892774	1
5456135	5456135	2
1603109	1603109	2
5812087	5812087	1
2393517	2393517	1
4522091	4522091	2
1272607	1272607	2
5480376	5480376	1
1130795	1130795	1
4966091	4966091	1
1751065	1751065	1
2361091	2361091	1
3527903	3527903	1
1411896	1411896	1
2767938	2767938	1
3483207	3483207	1
3282121	3282121	1
1720697	1720697	1
5757290	5757290	1
1775841	1775841	1
3119994	3119994	1
1937471	1937471	1
5006383	5006383	1
1779744	1779744	1
5654898	5654898	1
5318982	5318982	1
1797778	1797778	2
4992079	4992079	1
4659901	4659901	1
1352374	1352374	2
1773494	1773494	1
4644042	4644042	2
1352410	1352410	1
1422771	1422771	1
4615244	4615244	2
4461448	4461448	1
4761552	4761552	2
4920308	4920308	1
1521050	1521050	2
3560468	3560468	2
5866321	5866321	2
4296314	4296314	1
5835837	5835837	2
2971661	2971661	2
5157202	5157202	1
5833035	5833035	1
3344172	3344172	2
4891782	4891782	1
5542093	5542093	1
4384009	4384009	2
5565964	5565964	1
5855256	5855256	1
2675961	2675961	2
4162264	4162264	1
1792380	1792380	1
3335807	3335807	1
1262696	1262696	2
2147965	2147965	2
6016148	6016148	2
5809030	5809030	2
5430446	5430446	2
4170649	4170649	2
1284462	1284462	1
4115467	4115467	2
5960844	5960844	2
5454604	5454604	1
2433379	2433379	2
2925313	2925313	1
1723701	1723701	1
1625882	1625882	1
1927149	1927149	1
2087177	2087177	2
3089035	3089035	1
5634318	5634318	1
1137615	1137615	2
3013110	3013110	1
2047618	2047618	1
3757963	3757963	1
1890073	1890073	1
3392887	3392887	1
1506070	1506070	1
4002929	4002929	2
4096730	4096730	1
6012241	6012241	2
4968449	4968449	1
2978138	2978138	2
2931048	2931048	2
1999950	1999950	2
3444075	3444075	2
2492593	2492593	2
5114622	5114622	1
5179131	5179131	1
1702210	1702210	2
5480524	5480524	2
5664205	5664205	1
4575582	4575582	2
5971597	5971597	2
2129714	2129714	2
5815210	5815210	2
3750768	3750768	1
4221271	4221271	1
2158509	2158509	1
1203711	1203711	2
5122205	5122205	1
2896185	2896185	2
3947753	3947753	1
5564835	5564835	1
1191154	1191154	2
1987772	1987772	1
4295904	4295904	1
4240159	4240159	2
1802249	1802249	2
5387680	5387680	2
2643155	2643155	2
1133111	1133111	1
4621661	4621661	2
4996673	4996673	2
3354692	3354692	1
3642470	3642470	2
1284104	1284104	2
2115208	2115208	2
1708744	1708744	2
2607885	2607885	2
4229960	4229960	1
1647859	1647859	2
3037810	3037810	2
3291374	3291374	1
3896347	3896347	1
3881590	3881590	1
4877033	4877033	2
5782105	5782105	1
3166708	3166708	1
1375364	1375364	1
1420479	1420479	2
5946446	5946446	2
1740031	1740031	1
5047565	5047565	2
3470790	3470790	1
2180088	2180088	1
2205673	2205673	2
6002796	6002796	2
2401444	2401444	2
4058520	4058520	1
2937225	2937225	1
4474342	4474342	1
1769193	1769193	2
3419292	3419292	1
1192200	1192200	2
3198929	3198929	2
3735220	3735220	2
5911690	5911690	1
2252155	2252155	2
2640247	2640247	2
4022967	4022967	2
4079995	4079995	2
4566077	4566077	2
1767452	1767452	1
4308936	4308936	2
2728528	2728528	1
1817834	1817834	1
1329786	1329786	2
5302533	5302533	2
2377271	2377271	2
1194711	1194711	1
3884440	3884440	2
1598577	1598577	2
5529638	5529638	1
4417374	4417374	2
6018620	6018620	1
5669129	5669129	1
3052826	3052826	1
4975631	4975631	2
1921772	1921772	2
4310632	4310632	2
5190121	5190121	2
5257662	5257662	1
2367130	2367130	2
2180558	2180558	2
5491005	5491005	1
4549466	4549466	1
2331218	2331218	2
3624098	3624098	1
5290923	5290923	1
4108110	4108110	1
4362839	4362839	1
3847660	3847660	1
1181631	1181631	1
3052861	3052861	1
5797578	5797578	1
2426438	2426438	2
5097111	5097111	2
6007982	6007982	2
3290346	3290346	2
2452433	2452433	2
4223839	4223839	2
1348285	1348285	2
4246743	4246743	2
4762571	4762571	1
5434693	5434693	1
3549713	3549713	1
1671506	1671506	2
4804507	4804507	1
1433968	1433968	2
3675491	3675491	1
4483211	4483211	2
2864324	2864324	2
4183309	4183309	2
2529555	2529555	1
5539013	5539013	2
3400018	3400018	1
1467620	1467620	2
4607554	4607554	2
2889840	2889840	2
3571325	3571325	1
2546020	2546020	1
2820900	2820900	1
4675144	4675144	2
2048755	2048755	2
3698472	3698472	2
4320271	4320271	2
5961414	5961414	2
1649175	1649175	2
2540386	2540386	1
4501194	4501194	1
1472885	1472885	1
3910057	3910057	1
1329029	1329029	1
3079565	3079565	1
2625059	2625059	2
3122046	3122046	1
2495563	2495563	2
1509256	1509256	1
5046759	5046759	1
1844286	1844286	2
3047480	3047480	2
4976399	4976399	1
2782400	2782400	1
5451453	5451453	2
5126997	5126997	1
3639992	3639992	2
5136270	5136270	2
4700178	4700178	2
4167742	4167742	1
2718304	2718304	2
5305693	5305693	1
1951741	1951741	2
5115697	5115697	1
1747180	1747180	2
1182185	1182185	2
1992277	1992277	1
4703507	4703507	1
3005709	3005709	1
5135475	5135475	1
3083613	3083613	2
2646728	2646728	2
2599911	2599911	2
5470665	5470665	1
1268604	1268604	1
4136304	4136304	1
3591961	3591961	2
4429188	4429188	1
4311921	4311921	2
4396676	4396676	2
3632298	3632298	2
1707830	1707830	2
1465011	1465011	1
1336854	1336854	1
5227129	5227129	1
4967528	4967528	2
3423588	3423588	2
5954677	5954677	2
3458123	3458123	1
3621869	3621869	2
4325416	4325416	1
1328011	1328011	1
2437024	2437024	2
5489677	5489677	1
2643859	2643859	1
5741579	5741579	2
5113128	5113128	1
4607378	4607378	2
3160648	3160648	2
4442024	4442024	1
5113268	5113268	2
2449651	2449651	2
2313529	2313529	2
3560645	3560645	2
4417317	4417317	2
3489437	3489437	1
1233169	1233169	2
5231736	5231736	2
4459542	4459542	1
4131963	4131963	2
1752392	1752392	2
3757587	3757587	1
4358454	4358454	1
4581544	4581544	1
2028840	2028840	1
1394541	1394541	2
1929457	1929457	1
5960566	5960566	1
3677222	3677222	2
2550585	2550585	1
1518938	1518938	1
3390309	3390309	1
3743229	3743229	1
2815677	2815677	2
5652410	5652410	2
2300515	2300515	2
2339389	2339389	2
3001411	3001411	2
1684784	1684784	2
1108389	1108389	2
5893931	5893931	1
4502898	4502898	2
3508487	3508487	2
4633825	4633825	1
2369219	2369219	2
5512756	5512756	2
5309066	5309066	2
1357102	1357102	2
5406911	5406911	2
4487234	4487234	2
1369726	1369726	1
2278479	2278479	2
4682831	4682831	1
4294034	4294034	1
2263646	2263646	1
1906315	1906315	2
2993858	2993858	2
5464936	5464936	2
2785827	2785827	2
1173987	1173987	1
5472860	5472860	2
1246309	1246309	2
1466045	1466045	2
1448048	1448048	1
4916115	4916115	2
3836933	3836933	1
2767534	2767534	1
5851393	5851393	2
5163160	5163160	2
2848284	2848284	1
4088935	4088935	1
6018866	6018866	1
3952044	3952044	1
3782733	3782733	1
3282846	3282846	2
2817304	2817304	2
3173895	3173895	2
2252796	2252796	2
2386531	2386531	2
1218831	1218831	1
3444603	3444603	2
4155665	4155665	1
4208820	4208820	2
2910491	2910491	2
2944453	2944453	2
4708667	4708667	2
1768368	1768368	1
2912828	2912828	2
2951292	2951292	1
5204115	5204115	2
5421567	5421567	2
2540228	2540228	2
2372801	2372801	1
5933751	5933751	2
3208519	3208519	2
4111207	4111207	2
2416321	2416321	2
1372312	1372312	2
4538793	4538793	2
5225005	5225005	2
5078420	5078420	1
2577391	2577391	2
3391094	3391094	2
4209557	4209557	2
1980754	1980754	2
3412701	3412701	1
2412036	2412036	1
3012769	3012769	2
1565991	1565991	1
3725751	3725751	2
3295423	3295423	2
2214685	2214685	2
2895897	2895897	2
1813755	1813755	1
4263738	4263738	1
5015605	5015605	1
3168231	3168231	1
3773226	3773226	2
2407410	2407410	1
5746348	5746348	1
4854461	4854461	1
2228899	2228899	2
5321188	5321188	2
3790275	3790275	2
1262981	1262981	2
3488552	3488552	1
3788152	3788152	2
6014623	6014623	1
4199955	4199955	2
3284377	3284377	2
4911560	4911560	1
1611837	1611837	1
4676788	4676788	2
2111663	2111663	2
3710721	3710721	2
3960050	3960050	2
2951463	2951463	1
2487337	2487337	1
2546606	2546606	1
2111835	2111835	2
4418046	4418046	2
4502718	4502718	1
3935169	3935169	2
5963529	5963529	1
2315604	2315604	2
5052348	5052348	2
4826632	4826632	2
3705996	3705996	1
4619721	4619721	1
4754680	4754680	2
5539899	5539899	1
2793736	2793736	2
3368411	3368411	2
3644439	3644439	2
3364946	3364946	1
1835224	1835224	1
4721518	4721518	2
1048038	1048038	1
1972342	1972342	2
2224137	2224137	1
2602357	2602357	1
1815877	1815877	2
3254292	3254292	1
2167153	2167153	1
1320363	1320363	1
1848220	1848220	1
1532242	1532242	2
1992136	1992136	2
5646344	5646344	2
5991684	5991684	1
2812041	2812041	2
3559321	3559321	2
5402030	5402030	2
5628473	5628473	2
4486507	4486507	1
2077116	2077116	2
2602822	2602822	1
3463243	3463243	2
1776839	1776839	2
1338114	1338114	1
2169440	2169440	2
5619308	5619308	1
3456314	3456314	1
3492027	3492027	2
4317280	4317280	1
5174524	5174524	1
1505615	1505615	2
4306180	4306180	1
3521765	3521765	2
4476942	4476942	2
3120649	3120649	2
5844076	5844076	1
1913092	1913092	1
1379175	1379175	2
3277296	3277296	1
5745103	5745103	1
5402407	5402407	2
4876822	4876822	2
3317905	3317905	1
1020371	1020371	1
2830279	2830279	2
5320222	5320222	2
2836090	2836090	2
4756429	4756429	2
1204664	1204664	2
1629769	1629769	2
2060332	2060332	1
3116085	3116085	2
3659733	3659733	1
5377965	5377965	2
3552241	3552241	2
2717472	2717472	1
3691291	3691291	2
5833385	5833385	2
4100732	4100732	2
3620931	3620931	2
4561577	4561577	2
4657325	4657325	1
3864161	3864161	2
5445002	5445002	1
1845677	1845677	1
1915026	1915026	2
2675282	2675282	1
3430017	3430017	1
1684241	1684241	2
5577856	5577856	2
5721348	5721348	2
1809842	1809842	1
1445395	1445395	1
2658396	2658396	1
4167584	4167584	1
3952676	3952676	2
2828357	2828357	2
3366750	3366750	1
2476898	2476898	2
3105103	3105103	1
3758488	3758488	1
4676989	4676989	1
4871843	4871843	2
5266404	5266404	1
5951921	5951921	2
3975525	3975525	1
1871096	1871096	1
5760855	5760855	1
5742503	5742503	2
4171124	4171124	2
4116511	4116511	1
2276619	2276619	1
2321152	2321152	1
4796442	4796442	1
3994455	3994455	1
2321706	2321706	2
3715396	3715396	1
5413769	5413769	2
1437876	1437876	2
2226168	2226168	2
4144779	4144779	2
1260192	1260192	2
3796882	3796882	2
4800112	4800112	2
5478586	5478586	2
2279830	2279830	2
3906201	3906201	1
4845714	4845714	1
5190846	5190846	2
1668889	1668889	2
5087517	5087517	2
4806640	4806640	1
2466470	2466470	2
4504033	4504033	2
3291478	3291478	1
3409460	3409460	2
2002405	2002405	1
3489769	3489769	2
5413626	5413626	1
1770763	1770763	2
1856567	1856567	2
3272019	3272019	1
1512548	1512548	1
2692629	2692629	2
3337221	3337221	2
5572589	5572589	2
5584319	5584319	1
4847267	4847267	1
2178553	2178553	2
1047857	1047857	2
4214526	4214526	1
5992281	5992281	1
4077437	4077437	2
3572248	3572248	2
5577238	5577238	2
4049015	4049015	2
3045331	3045331	1
3986077	3986077	1
1775731	1775731	2
5914389	5914389	2
4432853	4432853	2
5823405	5823405	2
1840905	1840905	2
4741481	4741481	2
3728187	3728187	2
5600904	5600904	2
3624859	3624859	1
4935563	4935563	2
3178875	3178875	1
2608691	2608691	2
5851956	5851956	1
2865620	2865620	2
5429266	5429266	1
2059605	2059605	2
5228029	5228029	1
2592754	2592754	1
5007996	5007996	2
1262117	1262117	2
1765379	1765379	2
4393695	4393695	2
3660336	3660336	2
2120499	2120499	2
5947571	5947571	2
5432880	5432880	2
3959567	3959567	2
1410900	1410900	1
5197000	5197000	1
4211373	4211373	2
3797067	3797067	2
5319125	5319125	2
5377003	5377003	1
3253940	3253940	1
2819904	2819904	1
4296502	4296502	1
3112764	3112764	2
3344497	3344497	2
4207683	4207683	2
3590205	3590205	2
3733130	3733130	1
3377286	3377286	2
2587750	2587750	2
3057804	3057804	2
4915449	4915449	1
4227830	4227830	1
3222010	3222010	2
3872473	3872473	1
3930102	3930102	2
2888875	2888875	1
3873338	3873338	2
1637024	1637024	2
4122680	4122680	1
5079612	5079612	1
2329301	2329301	1
3031547	3031547	2
1927090	1927090	1
3947317	3947317	2
1507225	1507225	2
4045828	4045828	1
2821614	2821614	1
1268794	1268794	2
1814896	1814896	2
3416601	3416601	1
1912748	1912748	1
2514623	2514623	2
5784063	5784063	1
3901975	3901975	1
3272412	3272412	1
2471486	2471486	2
4971856	4971856	2
5122524	5122524	2
2751991	2751991	2
2080234	2080234	2
4690985	4690985	2
2264214	2264214	1
4098805	4098805	2
5821157	5821157	2
4306367	4306367	2
3200959	3200959	1
5885374	5885374	2
2247628	2247628	2
1861930	1861930	2
4869931	4869931	1
1952726	1952726	1
4514870	4514870	2
4222595	4222595	1
3265647	3265647	1
4366608	4366608	2
5813476	5813476	1
2744232	2744232	1
2204849	2204849	1
4619510	4619510	2
2762543	2762543	1
2671028	2671028	1
3729562	3729562	2
2389253	2389253	1
5759304	5759304	1
4608339	4608339	1
1353652	1353652	2
5577828	5577828	1
3690819	3690819	1
3565434	3565434	2
5776949	5776949	1
3034383	3034383	2
3662607	3662607	2
1161728	1161728	2
2792591	2792591	2
2132691	2132691	2
1817994	1817994	2
2286291	2286291	2
5698962	5698962	1
2094827	2094827	1
2026037	2026037	2
1619580	1619580	2
3187380	3187380	1
5889466	5889466	2
1962562	1962562	1
5454391	5454391	1
5774571	5774571	1
2576502	2576502	1
3780149	3780149	2
3726606	3726606	2
4093923	4093923	1
2522697	2522697	1
4595106	4595106	1
4593567	4593567	2
3473582	3473582	1
5753883	5753883	2
4280077	4280077	2
4658007	4658007	2
3403679	3403679	2
4443497	4443497	2
4006024	4006024	1
3666366	3666366	2
5793070	5793070	2
3839686	3839686	2
1864296	1864296	2
3803707	3803707	1
5789152	5789152	2
2918418	2918418	2
2665732	2665732	1
5552118	5552118	1
3114216	3114216	2
1792637	1792637	1
1508750	1508750	1
1929108	1929108	2
2497957	2497957	1
5820874	5820874	2
3278484	3278484	2
4500530	4500530	2
3107930	3107930	2
4731017	4731017	1
4448171	4448171	1
2164524	2164524	2
3933832	3933832	2
4622770	4622770	1
5538847	5538847	2
5024527	5024527	2
1186459	1186459	2
4872063	4872063	2
1891771	1891771	1
3208156	3208156	1
1788720	1788720	2
3450500	3450500	1
5947929	5947929	1
2329764	2329764	2
3708655	3708655	2
3556047	3556047	2
3936820	3936820	2
4244264	4244264	1
3323241	3323241	2
5490718	5490718	1
5663689	5663689	1
2819625	2819625	2
5842217	5842217	2
2146454	2146454	1
2247364	2247364	2
4078843	4078843	2
3002406	3002406	2
2042809	2042809	1
1285118	1285118	2
1839489	1839489	1
5004273	5004273	2
2016923	2016923	2
5637380	5637380	1
5101016	5101016	2
4904343	4904343	2
5290238	5290238	2
5088962	5088962	2
5367786	5367786	1
3914897	3914897	1
2447788	2447788	1
4950544	4950544	1
3070914	3070914	1
3274553	3274553	2
5125478	5125478	2
2043014	2043014	2
4470044	4470044	1
2901548	2901548	2
3855206	3855206	1
1487878	1487878	2
4875674	4875674	2
5145707	5145707	2
3419747	3419747	2
3527393	3527393	2
5353958	5353958	1
5844412	5844412	1
4248935	4248935	2
4461390	4461390	2
2303459	2303459	1
1876738	1876738	2
5274374	5274374	1
1432695	1432695	2
5945952	5945952	1
6023380	6023380	2
3779832	3779832	1
4326108	4326108	2
1193487	1193487	1
1693701	1693701	2
5624130	5624130	2
2000618	2000618	1
5876580	5876580	2
1272045	1272045	2
5539644	5539644	1
4181037	4181037	2
1083953	1083953	1
5636074	5636074	1
1759882	1759882	2
2992336	2992336	1
3222198	3222198	2
3963383	3963383	1
1572968	1572968	2
3330583	3330583	2
3457215	3457215	1
1335897	1335897	1
4153610	4153610	2
2778403	2778403	1
2284951	2284951	2
5295407	5295407	1
2906549	2906549	2
1275131	1275131	1
3791104	3791104	1
2524508	2524508	2
1220955	1220955	2
2861646	2861646	1
2730060	2730060	2
3061830	3061830	1
3110196	3110196	1
2458443	2458443	2
4981404	4981404	2
2959085	2959085	1
4962908	4962908	1
1092220	1092220	2
4455091	4455091	1
1279983	1279983	2
6017656	6017656	2
4581202	4581202	2
4321354	4321354	2
3395707	3395707	1
3805967	3805967	1
2758462	2758462	2
4809044	4809044	2
4237136	4237136	1
3373608	3373608	2
5662677	5662677	2
4624334	4624334	1
4258215	4258215	2
4374947	4374947	2
4480941	4480941	1
2287621	2287621	1
2657309	2657309	2
3982974	3982974	2
3941708	3941708	1
3074132	3074132	1
3686259	3686259	2
4300962	4300962	2
5747032	5747032	1
2109260	2109260	2
1216476	1216476	1
1758584	1758584	1
4164837	4164837	1
1354389	1354389	2
2166511	2166511	2
2988686	2988686	2
4161793	4161793	1
1812223	1812223	1
4769599	4769599	2
1893831	1893831	1
3601103	3601103	2
4453345	4453345	1
1639822	1639822	2
4454210	4454210	2
4283627	4283627	2
5594993	5594993	2
3872415	3872415	2
5625173	5625173	1
4638005	4638005	1
6017689	6017689	2
2182274	2182274	1
5475959	5475959	2
2074590	2074590	2
5868157	5868157	2
3346522	3346522	2
1481683	1481683	2
3307744	3307744	1
2472332	2472332	2
1583030	1583030	2
3945632	3945632	1
3542714	3542714	2
3683203	3683203	1
5771934	5771934	1
5859262	5859262	1
5916750	5916750	1
3400070	3400070	2
4441556	4441556	1
3289247	3289247	1
5399238	5399238	1
5077733	5077733	1
3628851	3628851	1
5294444	5294444	1
3977213	3977213	1
2306422	2306422	1
4460954	4460954	1
5196216	5196216	2
1177101	1177101	2
2000894	2000894	2
1661205	1661205	2
6010226	6010226	2
4839688	4839688	2
5994585	5994585	2
5409149	5409149	1
1617342	1617342	2
2013657	2013657	1
4951223	4951223	2
2739520	2739520	2
5451129	5451129	2
1505900	1505900	1
4437506	4437506	1
2579548	2579548	1
2169453	2169453	1
4693429	4693429	2
3496605	3496605	1
1907216	1907216	2
2254591	2254591	1
5615733	5615733	1
3749295	3749295	1
3615234	3615234	2
4528875	4528875	1
1419077	1419077	2
1806094	1806094	2
5159268	5159268	1
1063864	1063864	2
3258969	3258969	2
4368552	4368552	2
1060444	1060444	1
3168273	3168273	2
3088839	3088839	2
1147817	1147817	2
2396505	2396505	2
1746869	1746869	2
4101941	4101941	1
5549156	5549156	1
5438856	5438856	2
3012437	3012437	2
1624380	1624380	2
5256594	5256594	2
3164240	3164240	1
1744412	1744412	1
5400185	5400185	1
3411152	3411152	1
3841638	3841638	2
3697663	3697663	1
1682503	1682503	2
3440391	3440391	1
2216544	2216544	2
1913413	1913413	2
2996458	2996458	2
5457061	5457061	2
1172681	1172681	1
5164185	5164185	2
5899813	5899813	2
1619522	1619522	2
5100212	5100212	2
2725581	2725581	1
2873768	2873768	2
3969653	3969653	1
4202057	4202057	2
3916222	3916222	2
4104077	4104077	2
1096355	1096355	2
4196034	4196034	1
1137158	1137158	1
5529104	5529104	2
4083577	4083577	1
4548945	4548945	2
3378308	3378308	2
5566780	5566780	1
1567439	1567439	2
5918868	5918868	2
5279235	5279235	2
4117359	4117359	1
4192091	4192091	2
2344409	2344409	1
1591027	1591027	1
1375672	1375672	1
1117962	1117962	2
5315609	5315609	1
4700183	4700183	1
3152243	3152243	1
1067816	1067816	2
4689761	4689761	2
4053555	4053555	2
1536856	1536856	2
3125430	3125430	1
3980915	3980915	1
1061100	1061100	2
1491947	1491947	2
3643802	3643802	1
4229528	4229528	1
3248029	3248029	2
4485740	4485740	1
5781172	5781172	1
5767735	5767735	2
3669467	3669467	2
3805989	3805989	1
3926298	3926298	1
1082172	1082172	1
3219116	3219116	1
4670395	4670395	2
5038179	5038179	2
5369766	5369766	2
4967181	4967181	1
2571827	2571827	2
3195834	3195834	2
3171510	3171510	1
4829417	4829417	1
2083468	2083468	2
5519419	5519419	1
2905899	2905899	1
1159321	1159321	2
3845706	3845706	2
3182440	3182440	2
2438288	2438288	1
1833348	1833348	2
3619630	3619630	2
2947068	2947068	2
2892246	2892246	2
2816051	2816051	2
2926987	2926987	2
1530837	1530837	1
4301120	4301120	1
1843254	1843254	1
2964635	2964635	1
5271856	5271856	1
3952166	3952166	1
1737477	1737477	2
4321020	4321020	1
5827377	5827377	2
5680187	5680187	2
4941731	4941731	2
4442719	4442719	2
1320309	1320309	2
3352944	3352944	2
4293448	4293448	2
2243930	2243930	1
3997248	3997248	1
5832148	5832148	2
5393159	5393159	1
4281117	4281117	2
5650819	5650819	2
1456392	1456392	2
3746939	3746939	1
1784193	1784193	2
5362333	5362333	2
4170574	4170574	1
4272333	4272333	1
3633852	3633852	2
4808148	4808148	1
5585050	5585050	1
3765523	3765523	2
5279819	5279819	2
4082375	4082375	2
3402874	3402874	1
5915630	5915630	2
5351336	5351336	2
2557752	2557752	2
2438380	2438380	1
5993784	5993784	2
4087042	4087042	1
1070404	1070404	2
4823980	4823980	2
3175269	3175269	1
5195082	5195082	1
5594152	5594152	1
4459583	4459583	1
2741313	2741313	2
5450097	5450097	2
1208983	1208983	1
3878078	3878078	1
5326326	5326326	2
4777157	4777157	2
1266369	1266369	1
2740773	2740773	1
5499866	5499866	1
4389336	4389336	2
4116616	4116616	2
4089984	4089984	1
2435205	2435205	2
1741590	1741590	2
5194593	5194593	1
5516725	5516725	1
3475786	3475786	1
3264987	3264987	2
