H	L	meanH	varH	pvalNorm	pvalSim	dataset	gwas	contrasts	nsnp	method
0.00257586536153243	1585	0.00257699291315035	1.20585643059025e-07	1.0659754488372e-08	0.501295382224488	HGDP1KG	e200	eas-sas	1585	BJ
0.00266462074979619	1000	0.00266638701064756	1.11299813182774e-07	3.02479863238903e-07	0.502112105766775	HGDP1KG	e200	eas-sas	1000	BJ
1.19904965800139e-05	100000	1.2011107019472e-05	2.60226971747838e-13	4.77040912797088e-05	0.516113987441262	HGDP1KG	WBS	eas-sas	100000	BJ
1.80600787965826e-05	63096	1.80912042928861e-05	6.0360046200868e-13	0.00221265260861085	0.515978477876133	HGDP1KG	WBS	eas-sas	63096	BJ
2.74189628552929e-05	39811	2.74661525034747e-05	1.41395247560442e-12	0.0265274800347203	0.515827977142972	HGDP1KG	WBS	eas-sas	39811	BJ
4.2637120074149e-05	25119	4.27103124963962e-05	3.55613884975326e-12	0.0669474977272959	0.515480244000498	HGDP1KG	WBS	eas-sas	25119	BJ
6.55063349547823e-05	15849	6.56196698168547e-05	8.86683521297585e-12	0.209074739273686	0.515180442185559	HGDP1KG	WBS	eas-sas	15849	BJ
0.000102214159838475	10000	0.000102391177854836	2.32487965690364e-11	0.323042674560591	0.514642989355139	HGDP1KG	WBS	eas-sas	10000	BJ
0.000160863916806785	6310	0.000161143395497039	6.94546010072143e-11	0.387356176165819	0.513376018473662	HGDP1KG	WBS	eas-sas	6310	BJ
0.00025288615211089	3981	0.000253326400931328	1.85670899560621e-10	0.450560402354994	0.512887265992998	HGDP1KG	WBS	eas-sas	3981	BJ
0.000403312451705384	2512	0.000404011739098094	5.66301476906317e-10	0.413133259457287	0.511721398154719	HGDP1KG	WBS	eas-sas	2512	BJ
0.000631907647238412	1585	0.000633004905340862	1.87982623925365e-09	0.490865514294514	0.510095170348237	HGDP1KG	WBS	eas-sas	1585	BJ
0.0010057332930181	1000	0.00100747812109681	6.145112786905e-09	0.470848410866215	0.508878956320956	HGDP1KG	WBS	eas-sas	1000	BJ
0.00190012363454192	100000	0.00190014521688922	2.04115558968021e-09	0	0.500190577081014	HGDP1KG	ALL	eas-sas	100000	BJ
0.00192684164933186	63096	0.00192687385254737	2.75367251515598e-09	1.15012201534787e-290	0.500244823516736	HGDP1KG	ALL	eas-sas	63096	BJ
0.00200562056544074	39811	0.00200566955176394	4.81075930749889e-09	1.24921559524169e-179	0.500281759169729	HGDP1KG	ALL	eas-sas	39811	BJ
0.00199394224362518	25119	0.00199401726603024	6.08000885463497e-09	6.59160522401142e-139	0.500383838802314	HGDP1KG	ALL	eas-sas	25119	BJ
0.00202436236885613	15849	0.00202447871992464	9.989487529464e-09	4.91998925427e-86	0.500464417674194	HGDP1KG	ALL	eas-sas	15849	BJ
0.00180734160841724	10000	0.00180752220114135	8.97678202661868e-09	6.7602608418299e-73	0.500760413313528	HGDP1KG	ALL	eas-sas	10000	BJ
0.0020176579565266	6310	0.00201794248718245	2.3065349825382e-08	9.30618786708597e-35	0.50074740991322	HGDP1KG	ALL	eas-sas	6310	BJ
0.00218063705318221	3981	0.0021810852689749	3.4791140972976e-08	2.22256871262403e-25	0.500958655275801	HGDP1KG	ALL	eas-sas	3981	BJ
0.00238617449159614	2512	0.0023868793729185	5.40805809818808e-08	6.2090059414722e-18	0.501209218351411	HGDP1KG	ALL	eas-sas	2512	BJ
0.00272336171562101	1585	0.00272448261846003	1.048671290284e-07	5.18279134540778e-11	0.501380884893421	HGDP1KG	ALL	eas-sas	1585	BJ
0.00289229411087265	1000	0.00289407656970966	1.4425452831039e-07	3.14275733498509e-07	0.501872247474456	HGDP1KG	ALL	eas-sas	1000	BJ
